text,label
ഇത്ര ഉളുപ്പില്ലാത്തൊരു ചെങ്ങാതിയാണ് പിണറായിയെന്ന് ബോദ്ധ്യപ്പെട്ടു,original
നാറികൾ ഭരിക്കുകബോൾ ഇതൊക്കെ നടന്നില്ലെങ്കിലേ അത്ഭുദമുള്ളൂ.<br><br>നാളെ lockdown ആക്കിട്ട് പാവങ്ങളുടെ അന്നം മുടക്കും.<br>ശുഭം ,original
ellarum peruppichu kanikkumbol ninghal sathyam paranju iniyenghilum mohanan vaidyare vittoode pls sajan sare avarkku vendhi oru vidios cheyyoo,Fake
"same 1918 flu, it is still not found how it started",Fake
മാസ്കും അകലം പാലിക്കലും തുടർന്നാൽ കുറച്ചു സമയത്തിനുള്ളിൽ തന്നെ covid നമ്മെയെല്ലാം വിട്ടുപോകും. means. it will disappear for ever and never come back.,Fake
"അടുത്ത ക്രിസ്മസിന് "" ബത്ലഹേം പട്ടണമാക അണിഞ്ഞൊരുങ്ങി പുൽക്കൂട്ടിൽ പിണറായി ഭൂജാതനായി """,original
പോത്തിന് എന്ത് ഏത്ത വാഴ,original
കൈയടിക്കിടയിൽ എത്ര ഒമിക്രോൺ ആണ് നശിച്ചത്? പഠിച്ചിട്ട് വിമർശിക്കൂ.,original
avark avasaram koduth avar fail ayaal abamaanichal pore asianete?,Fake
ath angana kurey.,original
ജിഹാദികൾ ഇന്ത്യയെ തകർക്കും,Fake
it is true information by us.,Fake
ശ്രീ കടക്ക് പുറത്ത് ഇന്ദ്ര ചന്ദ്ര കനക സ്വപ്ന വിജയ സ്വാമി നീണാൾ വാഴട്ടെ,original
ഇവരുടെ വെല്ലുവിളി സ്വീകരിച്ച് അവർ<br>ജയിച്ചാൽ മരുന്നു കച്ചവടം വട്ടപൂജ്യം<br>എമർജെൻസി രോഗ ചികിത്സ  ചെയ്യാൻ അലോപ്പതിയും     <br>       അല്ലാതുള്ള തിന് മറ്റുള്ള ചികിത്സ<br>കൂടി അംഗീകരിക്കുക  100 വർഷം<br>മുമ്പ് ഏത് മരുന്നു കച്ചവടമാണ്<br>നടന്നിരുന്നത്  ചികിത്സിച്ചതെല്ലാം<br>mbbs. കാരാണോ?<br>ജനങ്ങൾ അത്ര പൊട്ടന്മാരല്ല<br>എന്ന് മാധ്യമങ്ങളും വിചാരിച്ചോളൂ<br>ok,Fake
pinarayi deivam.   .,original
sir അമേരിക്കയിലേക്ക് വരൂ എന്നിട്ട് ന്യൂയോർക്കിനെ രക്ഷിക്കൂ.  മോഹനേട്ടനും സ്വാഗതം.,Fake
തമ്മിൽ തല്ലുന്ന കോൺഗ്രസ്സുള്ളപ്പോൾ ഇനി ഒരിക്കലും ഈ ഭരണം അവസാനിക്കില്ല.  സഹിക്കുവാൻ ദൈവത്തോട് ശക്തി നൽകാൻ പ്രാർത്ഥിക്കാം സഹിച്ചു സഹിച്ചങ്ങനെ മരണം പൂകാo,original
k rail loode akashthoode parakkan erikkumbola oru thiruvaathira,original
menteldepression,original
എന്ത് സന്ദേശമാണ് സമൂഹത്തിനു നൽകുന്നത്,original
americak ethire nikunna ellarum ekafhipathijalum kallam parayunnavarum alliyoda marunadan mairoli,Fake
ചൈന  ചുവപ്പ്  dangerous,Fake
pathram kottichathinulla revenge avun ,original
ചൈന തന്നെ ലോകത്തെ നശിപ്പിക്കാൻ വേണ്ടി ഇറക്കി വിട്ടു എന്നിട്ട് കൈയും കാലും അടിക്കുകയാണ്,Fake
full drama,original
ഇലക°ഷൻ പ്രഖ്യാപിച്ച് പ്രചാരണം തുടങ്ങി ഇലക്ഷൻ കഴിയുന്നത് വരെ ഷാജ ന്ന് ഇത്ര നാണക്കേട്‌ തോന്നിയിട്ടല്ലല്ലോ?,Fake
കോവിഡ് വരാതെ അവനവൻ നോക്കിക്കോണം. ഈ വനിതകൾ വേറെ നിവൃത്തിയില്ലാത്തോണ്ട് തുള്ളുകയല്ലേ. സമ്മേളനങ്ങളിൽ പങ്കെടുത്തില്ലെങ്കിൽ ഭീഷണിപ്പെടുത്തി കൊണ്ടുപോകും. എന്തു പ്രോട്ടോകോൾ? ഈ പറഞ്ഞ എ ണ്ണത്തിൽ കൂടിയാൽ ചഗാക്കൾ ഫൈൻ അടക്കും മാഷേ. ചുവപ്പണിഞ്ഞ ചഗാക്കളുടെ മുന്നിൽ കൊറോണ അല്ല അവന്റെ അപ്പൻ തോറ്റോടും പിന്നെയാ,original
ശരിക്കും വകഭേദം വന്ന തിരുവാതിര തന്നെ.,original
anubavicho,original
"ഉളുപ്പ് ഇല്ലാത്ത സഖാക്കൾ, മന്ദന്മാർ,",original
പാറശാലയിൽ എല്ലാവരും ജാഗ്രതപാലിക്കണം,original
great.allah   will  help  china,Fake
വിഡികളുമായ ഭരണാധികാരികളും ആരോഗ്യവകുപ്പും പാവപ്പെട്ടവന്റെ പിച്ചച്ചടടിയിൽ കയ്യിട്ട് വാരാനല്ലാതെ പിന്നെ എന്ത് അറിയാം ചെറ്റകൾക്,original
ksu  akramatilum ndanum aal,original
ഉറപ്പാണ് തിരുവാതിര ,original
ചൈനയുടെ മുഖം മൂടി വലിച്ചു കീറി പ്രതിരോധിക്കുക. ഇന്ത്യയും രംഗത്തു വരണം എന്താ പേടിച്ചിരിക്കുന്നത്. ലക്ഷകണക്കിനു ആളുകളുടെ ജീവൻ എടുക്കാൻ കാരണ കാരായവരെയും അസുഖം മൂലം കഷ്ടതയും രോഗശയ്യയിലും പട്ടിണിയും ആയവരെ എല്ലാംഓർത്തെങ്കിലും ഇനിയെങ്കി ലും നമ്മുടെ പ്രധാനമന്ത്രി ഇറങ്ങണം അമേരിക്ക ഒന്ന് കൂടി ശക്തിപ്പെടുത്തണം മറ്റു രാജ്യങ്ങളും ശക്തമായി ഇറങ്ങണം. സത്യം പുറത്ത വ,Fake
ഇവർക്കു അവസരം കൊടുക്കണം. പ്ളീസ് അതോടെ ഈ ശല്യം തീരും.,Fake
ലേശം ഉളുപ്പ് ,original
ഇയാൾ പറയുന്നത് എന്താണെന്ന് ഇയാൾക്കു തന്നെ വലിയ ബോധ്യമില്ല. ചൈനയുടെ വൈറസ് ആയതുകൊണ്ട് ചൈനയുടെ സുഹൃതരാജ്യങ്ങളിൽ ഇത് പടരുന്നില്ല. റഷ്യയുടെ ഉദാഹരണവും പറഞ്ഞു. ഇപ്പോൾ ഏറ്റവും കൂടുതൽ രോഗികൾ ഉള്ള രാജ്യങ്ങളിൽ ഒന്ന് റഷ്യ ആണ്. ഈ രോഗം ലോകത്തിൽ എല്ലാവരെയും സന്ദർശിച്ചു കഴിയുമ്പോൾ പ്രതിരോധശേഷി  നേടിയെടുക്കുന്നർ ജീവിക്കും അല്ലാത്തവർ പോകും. പിന്നെ പുതിയ മരണങ്ങൾ ഉണ്ടാകില്ല. വാക്‌സിനേഷൻ കണ്ടുപിടിച്ചില്ലെങ്കിൽ ഇതാണ് സംഭവിക്കാൻ പോകുന്നത്. പക്ഷെ ഷാജൻ പറഞ്ഞത് വൈറസ് പാതാളത്തിൽ ഓടിയൊളിക്കും എന്നാണ്.,Fake
"<a href="" parayeda myranmare,science ennna bodham undavanam",Fake
iny cororona ye  kkurichu orakksharam  minddaruthu  .ahangaarikalaaya  manushyarkku  athu thannae  veaanam.corona   nee  pokaruthu.save earth from  deadly  humans. corona  nee  pokaruthu    .plz,Fake
ഉടുതുണി ഇല്ലാതെ ലക്ഷങ്ങൾ റോഡിൽ കൂടി സുനയും കാണിച്ചു നടക്കുന്നതിനെ പ്രാകൃതം എന്നല്ല പറയേണ്ടത്. അതുക്കും മേലെ.,Fake
കേരളത്തിൽ പക്ഷെ നശിച്ച വൈറസ്സ് ബാധ തുടൻഗിയിട്ട് ഏകദേശം 4 കൊല്ലം ആയി .      ഇപ്പൊ കുട്ടിച്ചോർ ആയികൊണ്ടിരിക്കുന്നു മൊത്തത്തിൽ !  ,Fake
വാക്സിൻ എടുത്തു ചത്താൽ സ്വർഗ്ഗത്തിൽ എത്തുമെന്ന് ഉണ്ടാക്കിയ തെണ്ടികൾ അവകാശപ്പെട്ടു.,Fake
kunna mela,Fake
തലൈവാ നീ  വേറെ ലെവൽ ,original
panna naari kumpa covid ennu parayadoo annu nee enthaa paranje thabileeg covid  ennu paranjille ethaanu kaalam karuthi vecha marupadi ennu parayunneee,Fake
ഈ നായിക്കളെ ഭരണത്തിൽ കയറ്റിയ നമ്മളെ പറയണം,original
poda polayadi  monea thooooo. madar choot thooooo.,Fake
 ഊളകൾ,original
സാരമില്ല എല്ലായിടവും കൊറോണ വന്നതിനു ശേഷം അവസാനം അവരെ കൊറോണ പിടികൂടും <br>കാലം കാത്തിരുന്ന് കാണാം,Fake
വളരെ നന്ദി,original
thank you,Fake
അൻ്റെ &39;ശ്രദ്ധയിൽ പെട്ടിട്ടില്ല. തിരുവാതിരക്കളിയുടെ വില കളഞ്ഞു. ഇനി 4 വർഷം കഴിഞ്ഞല്ലെ ഇവർക്ക് വോട്ട് ചെയ്യാൻ പറ്റു എന്നാലോചിക്കുമ്പോഴാണ് ഒരു വിഷമം.,original
ഇത്  മാറുമ്പോൾ  ചൈന  ലോകത്തെ  വൻ  രാജ്യം  ആകും <br>. ഉള്ള  സ്റ്റോക്  എല്ലാം ചൈന  വാരി  കൂട്ടുകയാണ്,Fake
"ഇത്രെയും വൃത്തികെട്ട പരുപാടി വേറെ ഇല്ല എന്തുവാന്നോ ഇത് ഈ സർക്കാരിന് ഒരു ബോധവും ഇല്ല വിവരം ആ വഴിക്കു കൂടെ പോയിട്ടില്ല<br>ബാക്കി എല്ലാത്തിനും 50,60 പേര് മതി എന്ന് പറഞ്ഞിട്ട് മറ്റേടത്തെ പരിപാടി അല്ലെ ഇവന്മാർ കാണിച്ചത് 5 വർഷം ഇവരെ ഇനി സഹിക്കണമല്ലോ",original
